prompt,reference_answer,answer,latency_seconds
What are the inactive ingredients present in Vancomycin Hydrochloride for Oral Solution USP?,"The inactive ingredients present in Vancomycin Hydrochloride for Oral Solution USP are citric acid anhydrous, sodium benzoate, sucralose, and mixed berry flavor.","According to the FDA label, the inactive ingredients in Vancomycin Hydrochloride for Oral Solution USP are:

* Anhydrous citric acid
* Colloidal silicon dioxide
* Flavor, orange
* Methylparaben
* Propylene glycol
* Purified water
* Sodium citrate
* Sorbitol solution
* Sucrose",2.296931743621826
Does diclofenac sodium have any effect on the patient's francium balance?,Not specified in the provided section.,"There is no established effect of diclofenac sodium on francium balance. Francium is a radioactive, highly unstable element with no known biological role, and it is not typically measured or monitored in medical practice.",1.329735279083252
What information is provided in the Full Prescribing Information for dose individualization and recommended doses of Fluorouracil for adenocarcinoma of the colon and rectum?,The Full Prescribing Information contains information for dose individualization and recommended doses of Fluorouracil for adenocarcinoma of the colon and rectum.,"According to the Full Prescribing Information, for the treatment of adenocarcinoma of the colon and rectum, the recommended dose of Fluorouracil (5-FU) is:

* 500 mg/m²/day IV bolus injection for 5 days, repeated every 28 days, for a total of 6-8 cycles.

Dose individualization is recommended based on the patient's performance status, liver function, and other factors.",2.819988250732422
What is the maximum dose of rosuvastatin tablets?,40 mg/day,The maximum dose of rosuvastatin tablets is 80 mg per day.,0.5275404453277588
How should CREON be administered to infants up to 12 months?,"CREON should be administered to infants immediately prior to each feeding, using a dosage of lipase units per 120 mL of formula or prior to breast-feeding. Contents of the capsule may be administered directly to the mouth or with a small amount of applesauce. Administration should be followed by breast milk or formula. Contents of the capsule be mixed directly into formula or breast milk as this may diminish efficacy. Care should be taken to ensure that CREON is not crushed or chewed or retained in the mouth, to avoid irritation of the oral mucosa.",CREON (pancrelipase) capsules should be opened and the contents sprinkled on food or a nutritional supplement for infants up to 12 months.,0.9650554656982422
What are the symptoms of single overdoses of ketorolac tromethamine?,"Symptoms of single overdoses of ketorolac tromethamine may include abdominal pain, nausea, vomiting, hyperventilation, peptic ulcers and/or erosive gastritis and renal dysfunction.","Symptoms of a single overdose of ketorolac tromethamine may include:

* Nausea and vomiting
* Dizziness or lightheadedness
* Drowsiness or sedation
* Headache
* Tinnitus (ringing in the ears)
* Confusion or disorientation
* Abdominal pain
* Diarrhea
* Tachycardia (rapid heart rate)
* Hypotension (low blood pressure)

In severe cases, overdose can lead to respiratory depression, seizures, and coma.",3.338116407394409
Does prednisolone have an impact on metabolic effects and immune responses?,"Yes, glucocorticoids such as prednisolone cause profound and varied metabolic effects and modify the body’s immune responses to diverse stimuli.","Yes, prednisolone, a corticosteroid, can have significant effects on both metabolic and immune responses. 

Metabolic effects: Prednisolone can cause weight gain, increased blood sugar levels, and changes in lipid profiles.

Immune responses: Prednisolone suppresses the immune system, reducing inflammation and the body's ability to fight infections.",2.2498364448547363
Does Ramelteon have any known effect on the respiratory system?,No,"Yes, Ramelteon, a melatonin receptor agonist, can cause drowsiness and sedation, which may impair respiratory function. It may also increase the risk of respiratory depression, especially in patients with pre-existing respiratory disease.",1.4875297546386719
Is sertraline hydrochloride treatment recommended for hepatically impaired patients with moderate or severe impairment?,No,"According to the FDA label, sertraline hydrochloride (Zoloft) is contraindicated in patients with severe hepatic impairment. For patients with moderate hepatic impairment, dose adjustment is recommended.",1.3596363067626953
What is the potential interaction when lurasidone hydrochloride is co-administered with strong CYP3A4 inhibitors?,"Yes, an increase in lurasidone exposure can be expected","Lurasidone hydrochloride is a substrate of CYP3A4. Co-administration with strong CYP3A4 inhibitors may increase lurasidone plasma concentrations, potentially leading to increased risk of adverse effects, including QT interval prolongation and orthostatic hypotension.",1.819697380065918
What is the maximum amount of leucovorin that should be injected intravenously per minute?,No more than 160 mg of leucovorin should be injected intravenously per minute.,"According to the FDA, the recommended intravenous dose of leucovorin (folinic acid) is 20 mg/m² per minute, not exceeding 100 mg per minute.",1.1792445182800293
Under what conditions is the use of colchicine tablets contraindicated?,The use of colchicine tablets is contraindicated in patients with renal or hepatic impairment when given in conjunction with P-gp or strong CYP3A4 inhibitors.,"Colchicine tablets are contraindicated in:

* Pregnancy and breastfeeding
* Severe kidney or liver disease
* Bone marrow suppression or blood disorders
* G6PD deficiency
* Certain allergies or hypersensitivities
* Certain medications, such as blood thinners, certain antibiotics, and some antifungals.",2.0436506271362305
What is the molecular formula of drospirenone?,C24 H30 O3,The molecular formula of drospirenone is C22H27FN2O3.,0.5867135524749756
In whom is the administration of Demeclocycline contraindicated?,Demeclocycline is contraindicated in persons who have shown hypersensitivity to any of the tetracyclines or any of the components of the product formulation.,"Demeclocycline is contraindicated in patients with porphyria, as it can induce porphyria attacks.",0.8252241611480713
What are some of the adverse reactions associated with the use of Mirtazapine?,"Adverse reactions associated with the use of Mirtazapine include agitation, anxiety, dry mouth, increased appetite, increased dreaming, dizziness, drowsiness, fatigue, orthostatic hypotension, tremors, and weight gain.","Common adverse reactions associated with Mirtazapine include:

* Drowsiness
* Dizziness
* Dry mouth
* Increased appetite and weight gain
* Constipation
* Headache
* Nausea
* Fatigue
* Increased risk of serotonin syndrome when combined with other serotonergic medications
* Increased risk of orthostatic hypotension, especially in elderly patients
* Increased risk of QT prolongation, especially in patients with pre-existing heart conditions.",2.942110300064087
Does pioglitazone have any effects on the DNA replication origin in nonclinical studies?,No,"According to nonclinical studies, pioglitazone has been shown to affect the expression of genes involved in DNA replication and repair, but its direct effect on DNA replication origin is not well established.",1.2349159717559814
Which of the following drugs has a potential interaction with hydroxychloroquine that may affect methotrexate levels?,Methotrexate,Cimetidine.,0.1647953987121582
